hrtf_type,dataset,name_gui,name_short,url,url_alternative,gdrive_url_high,flip_polarity,ash_version_reference,local_version,subject,attribution,license,comments,name_gui_original,name_short_original,default,id
Human Listener,AACHEN,MRT48,AACHEN-MRT48,https://sofacoustics.org/data/database/aachen/MRT48.sofa,https://drive.google.com/file/d/1B9I1EW0ACwXxiWbEJXmPU6YQFtrKbpZj/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"Ramona Bomhardt, Matias de la Fuente Klein, and Janina Fels: A high-resolution head-related transfer function and three-dimensional ear model database, Proceedings of Meetings on Acoustics 29, 050002 (2016); doi: 10.1121/2.0000467",The database is provided as Open Academic Resource. No commercial exploitation of this database is permitted. Feel free to use the database for your own purposes. The text is licensed under Creative Commons Attribution-NonCommercial-ShareAlike 4.0 (CC BY-NC-SA 4.0).,,,,,1089
Human Listener,BiLi,IRC_1101,BiLi-1101,https://sofacoustics.org/data/database/bili (dtf)/IRC_1101_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1101_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1090
Human Listener,BiLi,IRC_1102,BiLi-1102,https://sofacoustics.org/data/database/bili (dtf)/IRC_1102_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1102_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1091
Human Listener,BiLi,IRC_1103,BiLi-1103,https://sofacoustics.org/data/database/bili (dtf)/IRC_1103_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1103_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1092
Human Listener,BiLi,IRC_1104,BiLi-1104,https://sofacoustics.org/data/database/bili (dtf)/IRC_1104_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1104_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1093
Human Listener,BiLi,IRC_1105,BiLi-1105,https://sofacoustics.org/data/database/bili (dtf)/IRC_1105_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1105_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1094
Human Listener,BiLi,IRC_1106,BiLi-1106,https://sofacoustics.org/data/database/bili (dtf)/IRC_1106_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1106_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1095
Human Listener,BiLi,IRC_1107,BiLi-1107,https://sofacoustics.org/data/database/bili (dtf)/IRC_1107_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1107_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1096
Human Listener,BiLi,IRC_1108,BiLi-1108,https://sofacoustics.org/data/database/bili (dtf)/IRC_1108_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1108_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1097
Human Listener,BiLi,IRC_1109,BiLi-1109,https://sofacoustics.org/data/database/bili (dtf)/IRC_1109_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1109_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1098
Human Listener,BiLi,IRC_1110,BiLi-1110,https://sofacoustics.org/data/database/bili (dtf)/IRC_1110_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1110_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1099
Human Listener,BiLi,IRC_1111,BiLi-1111,https://sofacoustics.org/data/database/bili (dtf)/IRC_1111_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1111_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1100
Human Listener,BiLi,IRC_1112,BiLi-1112,https://sofacoustics.org/data/database/bili (dtf)/IRC_1112_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1112_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1101
Human Listener,BiLi,IRC_1113,BiLi-1113,https://sofacoustics.org/data/database/bili (dtf)/IRC_1113_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1113_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1102
Human Listener,BiLi,IRC_1114,BiLi-1114,https://sofacoustics.org/data/database/bili (dtf)/IRC_1114_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1114_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1103
Human Listener,BiLi,IRC_1115,BiLi-1115,https://sofacoustics.org/data/database/bili (dtf)/IRC_1115_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1115_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1104
Human Listener,BiLi,IRC_1116,BiLi-1116,https://sofacoustics.org/data/database/bili (dtf)/IRC_1116_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1116_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1105
Human Listener,BiLi,IRC_1117,BiLi-1117,https://sofacoustics.org/data/database/bili (dtf)/IRC_1117_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1117_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1106
Human Listener,BiLi,IRC_1118,BiLi-1118,https://sofacoustics.org/data/database/bili (dtf)/IRC_1118_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1118_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1107
Human Listener,BiLi,IRC_1119,BiLi-1119,https://sofacoustics.org/data/database/bili (dtf)/IRC_1119_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1119_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1108
Human Listener,BiLi,IRC_1120,BiLi-1120,https://sofacoustics.org/data/database/bili (dtf)/IRC_1120_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1120_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1109
Human Listener,BiLi,IRC_1121,BiLi-1121,https://sofacoustics.org/data/database/bili (dtf)/IRC_1121_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1121_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1110
Human Listener,BiLi,IRC_1122,BiLi-1122,https://sofacoustics.org/data/database/bili (dtf)/IRC_1122_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1122_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1111
Human Listener,BiLi,IRC_1124,BiLi-1124,https://sofacoustics.org/data/database/bili (dtf)/IRC_1124_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1124_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1112
Human Listener,BiLi,IRC_1125,BiLi-1125,https://sofacoustics.org/data/database/bili (dtf)/IRC_1125_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1125_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1113
Human Listener,BiLi,IRC_1126,BiLi-1126,https://sofacoustics.org/data/database/bili (dtf)/IRC_1126_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1126_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1114
Human Listener,BiLi,IRC_1127,BiLi-1127,https://sofacoustics.org/data/database/bili (dtf)/IRC_1127_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1127_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1115
Human Listener,BiLi,IRC_1128,BiLi-1128,https://sofacoustics.org/data/database/bili (dtf)/IRC_1128_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1128_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1116
Human Listener,BiLi,IRC_1129,BiLi-1129,https://sofacoustics.org/data/database/bili (dtf)/IRC_1129_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1129_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1117
Human Listener,BiLi,IRC_1130,BiLi-1130,https://sofacoustics.org/data/database/bili (dtf)/IRC_1130_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1130_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1118
Human Listener,BiLi,IRC_1131,BiLi-1131,https://sofacoustics.org/data/database/bili (dtf)/IRC_1131_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1131_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1119
Human Listener,BiLi,IRC_1132,BiLi-1132,https://sofacoustics.org/data/database/bili (dtf)/IRC_1132_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1132_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1120
Human Listener,BiLi,IRC_1133,BiLi-1133,https://sofacoustics.org/data/database/bili (dtf)/IRC_1133_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1133_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1121
Human Listener,BiLi,IRC_1134,BiLi-1134,https://sofacoustics.org/data/database/bili (dtf)/IRC_1134_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1134_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1122
Human Listener,BiLi,IRC_1135,BiLi-1135,https://sofacoustics.org/data/database/bili (dtf)/IRC_1135_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1135_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1123
Human Listener,BiLi,IRC_1136,BiLi-1136,https://sofacoustics.org/data/database/bili (dtf)/IRC_1136_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1136_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1124
Human Listener,BiLi,IRC_1137,BiLi-1137,https://sofacoustics.org/data/database/bili (dtf)/IRC_1137_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1137_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1125
Human Listener,BiLi,IRC_1138,BiLi-1138,https://sofacoustics.org/data/database/bili (dtf)/IRC_1138_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1138_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1126
Human Listener,BiLi,IRC_1139,BiLi-1139,https://sofacoustics.org/data/database/bili (dtf)/IRC_1139_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1139_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1127
Human Listener,BiLi,IRC_1140,BiLi-1140,https://sofacoustics.org/data/database/bili (dtf)/IRC_1140_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1140_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1128
Human Listener,BiLi,IRC_1141,BiLi-1141,https://sofacoustics.org/data/database/bili (dtf)/IRC_1141_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1141_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1129
Human Listener,BiLi,IRC_1142,BiLi-1142,https://sofacoustics.org/data/database/bili (dtf)/IRC_1142_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1142_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1130
Human Listener,BiLi,IRC_1143,BiLi-1143,https://sofacoustics.org/data/database/bili (dtf)/IRC_1143_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1143_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1131
Human Listener,BiLi,IRC_1144,BiLi-1144,https://sofacoustics.org/data/database/bili (dtf)/IRC_1144_C_HRIR_96000.sofa,http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/COMPENSATED/96000/IRC_1144_C_HRIR_96000.sofa,,no,4.0.0,1.0.0,N/A,"V. Bonnet, S. Boutillon, and P. Vandewalle, ""IRCAM Binaural HRTF Database (BILI set),” IRCAM, Paris, France. [Online]. Available: http://opendap.ircam.fr/download/SimpleFreeFieldHRIR/BILI/","IRCAM, Paris, France. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,1132
